,Date,Market,Capital_used,ROI,Profit_Loss,Opened_trades,Closed_trades,Profitable_trades,Loosing_trades,Targets_met,Stoplosses_hit,broker_name,segment,trade_type,long_short,hourly_slots,pre_planned_or_adhoc,strategy_id
3844,01/05/2021,IND,367359,-0.44,-13775.96,37,16,10,6,6,2,D, Equity,swing,Long,1,2,5
3845,23/06/2021,IND,727090,-0.55,-35990.96,35,2,0,2,0,0,A, Equity,positional,Short,3,2,6
3846,10/05/2021,IND,224140,0.12,-7060.41,35,25,2,23,1,0,B,Forex,swing,Long,4,1,6
3847,27/06/2021,IND,581308,0.5,-3197.19,1,34,1,33,1,24,C,Commodities,swing,Long,3,2,6
3848,15/07/2021,IND,1103829,1.02,47464.65,44,1,1,0,1,0,B,Commodities,swing,Short,3,1,7
3849,12/05/2021,IND,1351556,0.38,-20949.12,36,6,4,2,4,0,A,Commodities,positional,Short,4,2,2
3850,20/07/2021,IND,1120549,0.01,-9524.67,18,46,11,35,0,34,C,Commodities,swing,Short,2,2,3
3851,07/07/2021,IND,497551,-0.36,-21892.24,46,5,0,5,0,3,A, Equity,scalping,Short,4,1,1
3852,01/04/2021,IND,994986,-0.24,-13432.31,26,29,27,2,21,0,D,Forex,positional,Long,1,1,6
3853,21/04/2021,IND,518580,-0.19,12445.92,33,31,15,16,1,8,D,Forex,positional,Long,4,2,8
3854,21/05/2021,IND,949352,0.14,-47467.6,28,31,22,9,10,7,C,FnO,swing,Long,3,1,4
3855,05/06/2021,IND,1403392,0.04,50522.11,15,41,37,4,34,1,D, Equity,swing,Long,1,2,9
3856,16/06/2021,IND,1381883,0.01,31783.31,27,6,0,6,0,1,C,Shares,scalping,Long,1,1,10
3857,18/05/2021,IND,1020217,0.44,-9181.95,6,34,23,11,4,6,C,FnO,intraday,Long,2,2,6
3858,26/04/2021,IND,800084,-0.1,-33603.53,50,12,6,6,3,5,D, Equity,positional,Short,3,1,10
3859,07/05/2021,IND,973039,-0.11,-25785.53,37,43,27,16,10,9,D,Shares,scalping,Long,4,1,2
3860,08/07/2021,IND,1239231,0.01,-29741.54,50,7,2,5,2,5,C,Forex,positional,Long,3,1,10
3861,21/06/2021,IND,630153,0.3,-3150.76,8,38,28,10,19,1,A,Forex,swing,Long,2,2,9
3862,11/06/2021,IND,806425,0.8,31047.36,28,10,4,6,1,2,A, Equity,positional,Short,3,2,1
3863,03/05/2021,IND,871466,-0.02,10021.86,27,39,3,36,0,29,B, Equity,swing,Long,4,1,3
3864,30/06/2021,IND,160099,0.6,-3282.03,29,12,3,9,3,0,D,FnO,swing,Long,3,1,10
3865,22/05/2021,IND,1278182,-0.0,-19811.82,33,10,3,7,2,0,D, Equity,scalping,Short,4,1,8
3866,16/04/2021,IND,1443911,0.32,16604.98,10,2,2,0,0,0,D, Equity,intraday,Long,2,1,7
3867,02/05/2021,IND,819804,0.08,37301.08,50,27,2,25,0,4,C,Shares,positional,Short,3,2,4
3868,21/05/2021,IND,1103412,0.14,-45239.89,50,28,3,25,0,18,B,Forex,scalping,Long,3,1,2
3869,25/04/2021,IND,1327088,-0.0,66354.4,6,31,25,6,13,0,C,Forex,intraday,Long,1,1,9
3870,02/04/2021,IND,250930,-0.81,-2007.44,46,22,21,1,11,1,C,Shares,positional,Short,3,2,9
3871,05/05/2021,IND,181234,-0.48,-8427.38,45,27,19,8,17,3,A,Shares,intraday,Short,3,1,1
3872,27/05/2021,IND,223168,-0.67,-5244.45,44,14,10,4,2,2,A,Shares,positional,Short,1,1,9
3873,30/05/2021,IND,530164,0.08,-18025.58,10,24,9,15,8,10,A,Forex,scalping,Long,4,2,5
3874,16/07/2021,IND,1248979,-0.57,-40591.82,42,4,4,0,0,0,B, Equity,intraday,Short,3,2,8
3875,23/06/2021,IND,810535,-0.55,-11752.76,37,15,7,8,2,7,B,Commodities,intraday,Short,1,1,5
3876,12/05/2021,IND,1496812,0.38,-53885.23,21,43,16,27,11,14,B,Forex,swing,Short,1,1,2
3877,12/07/2021,IND,1014455,0.52,15724.05,12,14,2,12,2,11,D,Commodities,scalping,Short,1,1,5
3878,19/05/2021,IND,816903,-0.47,-29408.51,33,21,10,11,7,5,C,FnO,swing,Long,4,1,7
3879,14/04/2021,IND,324486,1.0,6976.45,39,15,14,1,2,1,C,Shares,intraday,Short,1,1,10
3880,29/06/2021,IND,929100,0.32,34376.7,10,6,3,3,2,3,A, Equity,scalping,Long,2,2,6
3881,02/05/2021,IND,1024588,0.08,-48155.64,45,18,1,17,1,16,B,Shares,positional,Short,2,1,2
3882,10/05/2021,IND,972045,0.12,32563.51,38,24,2,22,1,20,C,Commodities,swing,Long,4,1,1
3883,24/04/2021,IND,157821,0.15,-6391.75,10,45,7,38,0,3,A,Forex,positional,Short,1,1,6
3884,25/05/2021,IND,813275,-0.75,9352.66,2,40,3,37,2,10,D, Equity,scalping,Short,1,1,5
3885,19/07/2021,IND,1231467,-0.16,53568.81,21,39,17,22,3,2,D,Shares,intraday,Short,2,1,5
3886,15/07/2021,IND,513778,1.02,19266.67,24,46,36,10,12,7,A,Forex,positional,Short,2,1,1
3887,22/05/2021,IND,608614,-0.0,3043.07,15,26,14,12,1,10,B,FnO,intraday,Short,1,1,6
3888,08/04/2021,IND,1034623,0.07,6725.05,49,3,2,1,2,1,D, Equity,intraday,Long,3,2,2
3889,20/04/2021,IND,420696,0.48,20824.45,36,11,11,0,5,0,D,Commodities,swing,Long,4,1,5
3890,10/07/2021,IND,1476238,-1.1,25096.05,32,27,26,1,3,0,A,Commodities,intraday,Long,2,1,5
3891,31/05/2021,IND,499800,0.36,24490.2,2,1,0,1,0,0,C,Forex,positional,Long,3,1,10
3892,22/05/2021,IND,1330880,-0.0,27948.48,3,9,3,6,2,2,C,Commodities,positional,Long,1,1,5
3893,21/05/2021,IND,655644,0.14,-21636.25,30,9,1,8,1,2,B,Shares,swing,Long,2,1,10
3894,17/04/2021,IND,659440,-0.73,-8572.72,3,4,1,3,1,2,D,Commodities,positional,Long,4,2,7
3895,20/06/2021,IND,220372,0.16,8594.51,28,25,1,24,0,2,A,Forex,intraday,Long,1,2,1
3896,20/07/2021,IND,725142,0.01,-30093.39,17,41,37,4,29,0,A,FnO,swing,Long,4,2,1
3897,09/07/2021,IND,965196,-0.08,33781.86,17,39,10,29,4,25,C,Shares,intraday,Short,3,2,6
3898,08/04/2021,IND,1068084,0.07,-46461.65,11,28,24,4,17,4,C,FnO,positional,Short,2,1,3
3899,03/07/2021,IND,1228666,-0.17,49146.64,21,4,4,0,2,0,A,FnO,swing,Short,1,2,5
3900,08/04/2021,IND,1466855,0.07,-11734.84,41,11,6,5,6,3,D,Forex,positional,Short,4,1,4
3901,16/06/2021,IND,474160,0.01,2370.8,7,45,5,40,2,33,B,Forex,intraday,Short,3,1,6
3902,07/05/2021,IND,575703,-0.11,-26194.49,11,10,8,2,4,0,A, Equity,intraday,Long,2,2,9
3903,20/04/2021,IND,485149,0.48,-12613.87,44,17,15,2,5,0,D,FnO,swing,Short,4,1,4
3904,21/06/2021,IND,1075291,0.3,-11828.2,27,39,35,4,21,4,C,Forex,scalping,Long,4,1,1
3905,17/07/2021,IND,935084,1.0,-6545.59,31,42,3,39,0,0,D, Equity,scalping,Short,1,1,6
3906,23/06/2021,IND,746836,-0.55,35474.71,18,34,1,33,0,27,D,Forex,swing,Long,4,1,7
3907,17/07/2021,IND,202427,1.0,6680.09,32,14,10,4,3,2,C,FnO,scalping,Short,1,2,1
3908,18/05/2021,IND,1259044,0.44,-32735.14,8,33,0,33,0,23,D,Shares,positional,Short,2,2,6
3909,26/05/2021,IND,1066092,-0.14,-37313.22,24,48,0,48,0,5,A,Shares,scalping,Long,1,2,9
3910,13/04/2021,IND,286738,-0.03,-9892.46,12,44,12,32,4,17,B, Equity,intraday,Long,1,2,7
3911,19/04/2021,IND,356468,-0.85,8377.0,16,45,40,5,30,0,D,Forex,positional,Short,3,1,9
3912,10/05/2021,IND,199809,0.12,7592.74,47,1,1,0,0,0,A, Equity,intraday,Short,2,1,9
3913,12/07/2021,IND,1124222,0.52,-55648.99,48,32,27,5,27,1,C,FnO,intraday,Long,1,2,4
3914,02/06/2021,IND,442559,-0.92,3983.03,4,50,7,43,4,20,D,FnO,scalping,Short,2,2,7
3915,14/06/2021,IND,513001,-0.05,8464.52,25,23,18,5,17,0,B,Shares,positional,Long,4,1,4
3916,11/06/2021,IND,633561,0.8,-28510.24,18,36,30,6,3,1,B,Shares,scalping,Long,2,1,8
3917,24/04/2021,IND,1381743,0.15,-27634.86,45,5,3,2,1,1,C,Forex,swing,Short,4,1,10
3918,16/07/2021,IND,1121408,-0.57,-9531.97,24,15,10,5,2,2,D,Forex,intraday,Long,4,1,10
3919,30/04/2021,IND,798517,-0.93,37929.56,19,14,4,10,1,9,B,Forex,intraday,Short,1,1,10
3920,06/07/2021,IND,833004,0.25,32070.65,48,8,0,8,0,4,C,Shares,positional,Long,1,1,7
3921,03/04/2021,IND,415975,-0.37,3743.78,14,42,24,18,4,14,A,Shares,intraday,Long,3,1,4
3922,16/05/2021,IND,1033602,-0.41,-39276.88,47,45,2,43,0,4,B,Commodities,positional,Long,4,2,7
3923,01/07/2021,IND,262803,-0.61,-9855.11,39,3,1,2,0,0,B,Shares,positional,Long,4,1,9
3924,09/06/2021,IND,1027418,-0.61,27226.58,4,7,0,7,0,6,D,Forex,intraday,Short,1,2,4
3925,09/07/2021,IND,1006836,-0.08,42287.11,10,11,8,3,8,2,D, Equity,swing,Short,1,2,5
3926,23/04/2021,IND,1048393,0.95,21492.06,34,34,12,22,5,7,A,Forex,intraday,Short,4,2,6
3927,25/06/2021,IND,1420498,0.05,-71024.9,21,37,9,28,3,19,C,Commodities,intraday,Long,1,1,10
3928,09/06/2021,IND,1115049,-0.61,13380.59,15,14,0,14,0,11,C,Forex,swing,Long,4,2,9
3929,17/05/2021,IND,995239,1.07,40804.8,11,30,3,27,0,7,B,FnO,intraday,Short,1,1,8
3930,02/04/2021,IND,1079571,-0.81,-45341.98,5,16,9,7,7,0,C, Equity,scalping,Long,2,2,3
3931,07/07/2021,IND,74152,-0.36,481.99,42,46,39,7,7,3,D, Equity,positional,Long,1,2,8
3932,11/06/2021,IND,642497,0.8,8352.46,36,13,13,0,2,0,B, Equity,positional,Short,1,2,3
3933,20/07/2021,IND,1274259,0.01,47147.58,33,21,1,20,0,1,A,FnO,positional,Long,4,1,3
3934,20/06/2021,IND,763218,0.16,27094.24,30,31,0,31,0,9,D,Commodities,scalping,Long,4,1,5
3935,17/06/2021,IND,446202,-0.04,21417.7,11,8,2,6,2,4,A,Forex,scalping,Short,2,1,9
3936,18/04/2021,IND,422015,-0.09,-5064.18,15,40,35,5,12,2,B, Equity,positional,Long,1,2,1
3937,28/05/2021,IND,1143932,-0.15,-16587.01,48,15,6,9,2,0,B, Equity,swing,Short,1,2,5
3938,06/06/2021,IND,1192469,-0.45,-53064.87,6,36,33,3,22,1,D,Commodities,scalping,Short,2,1,4
3939,04/04/2021,IND,944253,-0.75,10858.91,36,19,16,3,4,1,C, Equity,intraday,Short,2,1,6
3940,27/05/2021,IND,222351,-0.67,-4780.55,34,20,3,17,0,14,A, Equity,scalping,Long,2,2,4
3941,17/07/2021,IND,434148,1.0,-4124.41,50,32,15,17,12,0,B,Forex,swing,Short,1,2,1
3942,22/06/2021,IND,185803,0.15,8732.74,3,35,24,11,19,4,A,Forex,swing,Short,1,2,7
3943,26/04/2021,IND,791395,-0.1,-28885.92,47,12,12,0,3,0,A,Forex,intraday,Short,2,1,7
3944,25/04/2021,IND,965584,-0.0,38623.36,15,50,44,6,16,3,B,Shares,intraday,Long,4,1,9
3945,16/04/2021,IND,856313,0.32,12416.54,37,15,11,4,3,4,A,Commodities,positional,Short,4,1,6
3946,08/07/2021,IND,179948,0.01,2789.19,32,44,12,32,10,16,A,FnO,swing,Short,1,2,5
3947,28/05/2021,IND,558778,-0.15,16763.34,14,20,5,15,1,7,C,Commodities,positional,Long,3,1,8
3948,12/06/2021,IND,232398,-0.84,6158.55,31,8,2,6,2,3,B,Commodities,scalping,Long,2,2,4
3949,14/06/2021,IND,1259393,-0.05,49746.02,35,10,6,4,5,0,D, Equity,scalping,Long,1,2,5
3950,21/06/2021,IND,1048882,0.3,44577.49,31,27,20,7,12,2,C, Equity,scalping,Short,1,2,3
3951,16/05/2021,IND,1268430,-0.41,53908.28,10,4,2,2,0,2,D,Shares,scalping,Long,2,2,8
3952,23/05/2021,IND,693536,1.47,29822.05,13,44,14,30,1,27,C,Commodities,swing,Long,2,2,3
3953,08/04/2021,IND,482633,0.07,4102.38,19,29,12,17,0,3,C,Forex,positional,Short,1,2,3
3954,01/07/2021,IND,463603,-0.61,-15067.1,43,3,2,1,0,0,A,Commodities,scalping,Short,3,2,5
3955,01/05/2021,IND,144285,-0.44,-5194.26,46,31,19,12,17,0,C,Commodities,scalping,Short,3,2,3
3956,15/05/2021,IND,896105,0.58,43013.04,41,25,6,19,5,18,D,Shares,positional,Short,1,1,5
3957,10/07/2021,IND,1355552,-1.1,-19655.5,8,3,1,2,1,2,C, Equity,intraday,Long,4,2,6
3958,07/04/2021,IND,722485,-0.48,21313.31,21,37,4,33,0,4,B, Equity,intraday,Short,2,1,1
3959,18/07/2021,IND,275047,-0.68,9901.69,49,7,6,1,2,0,B,Shares,swing,Long,2,2,3
3960,19/06/2021,IND,191588,-0.39,5939.23,1,37,19,18,8,3,C,Forex,swing,Long,2,1,1
3961,02/07/2021,IND,1106046,-0.26,42582.77,24,4,0,4,0,3,A,Shares,scalping,Long,1,2,3
3962,14/06/2021,IND,1453884,-0.05,63243.95,25,40,11,29,0,16,B,Forex,intraday,Long,4,1,6
3963,26/05/2021,IND,813555,-0.14,-8949.1,47,17,17,0,1,0,B,Forex,swing,Short,2,1,4
3964,13/05/2021,IND,1345708,-0.05,-26241.31,31,1,1,0,1,0,B,FnO,scalping,Short,2,2,9
3965,07/07/2021,IND,1433969,-0.36,51622.88,38,33,29,4,1,0,A,Shares,positional,Short,2,2,5
3966,15/07/2021,IND,659713,1.02,-12534.55,30,22,11,11,4,1,C,Shares,positional,Short,1,1,6
3967,07/04/2021,IND,71000,-0.48,-2627.0,40,38,6,32,2,14,D,Commodities,intraday,Short,1,1,6
3968,01/07/2021,IND,491992,-0.61,5165.92,5,31,9,22,2,14,B,Shares,scalping,Short,4,2,8
3969,07/06/2021,IND,69694,0.75,-1498.42,39,29,6,23,0,3,D,Shares,positional,Long,4,2,7
3970,28/05/2021,IND,1046676,-0.15,10990.1,22,33,9,24,3,19,B,Commodities,swing,Short,1,2,3
3971,19/04/2021,IND,166541,-0.85,5246.04,5,42,27,15,9,0,D,FnO,positional,Short,1,2,6
3972,20/06/2021,IND,175118,0.16,-3064.57,44,32,12,20,6,17,B, Equity,positional,Long,1,2,9
3973,14/04/2021,IND,1143243,1.0,25722.97,32,9,8,1,2,0,C,Forex,scalping,Long,4,2,5
3974,13/04/2021,IND,528431,-0.03,14531.85,25,11,0,11,0,3,D,FnO,intraday,Short,2,2,9
3975,01/07/2021,IND,1049084,-0.61,23604.39,36,7,3,4,3,2,A,Commodities,swing,Short,3,2,4
3976,02/05/2021,IND,377434,0.08,10002.0,23,40,38,2,16,1,C,Shares,positional,Short,3,1,5
3977,27/05/2021,IND,839312,-0.67,11750.37,40,19,6,13,0,8,A,FnO,positional,Long,3,1,6
3978,11/04/2021,IND,251638,0.31,5410.22,18,33,10,23,6,4,D,Shares,intraday,Short,3,1,1
3979,13/07/2021,IND,645120,0.04,15805.44,14,24,22,2,18,1,C,Forex,scalping,Short,1,1,1
3980,03/04/2021,IND,344597,-0.37,-7064.24,29,12,8,4,6,2,B,Forex,intraday,Long,3,1,2
3981,26/04/2021,IND,1276835,-0.1,-52988.65,13,6,5,1,5,0,B,Forex,intraday,Long,4,2,4
3982,04/04/2021,IND,491200,-0.75,-23086.4,43,11,10,1,3,0,C,Commodities,swing,Short,3,1,2
3983,05/05/2021,IND,1255590,-0.48,21972.83,4,32,7,25,6,24,C,Forex,scalping,Short,1,2,2
3984,18/06/2021,IND,1150216,-0.04,-27030.08,50,28,0,28,0,23,B,FnO,intraday,Long,3,1,8
3985,13/05/2021,IND,1250416,-0.05,-46890.6,46,42,33,9,28,6,B,FnO,swing,Long,2,2,3
3986,17/07/2021,IND,1452342,1.0,-7261.71,19,24,24,0,10,0,A,Shares,intraday,Short,1,2,9
3987,14/07/2021,IND,955736,0.69,-32017.16,21,29,9,20,2,9,D,Shares,swing,Long,3,2,1
3988,05/05/2021,IND,776956,-0.48,15927.6,33,10,1,9,0,6,C,Shares,scalping,Long,1,2,6
3989,13/06/2021,IND,591577,-0.16,-25142.02,14,41,3,38,1,25,D,FnO,positional,Long,4,2,7
3990,04/06/2021,IND,551642,-0.04,-6068.06,14,49,1,48,0,33,A,Commodities,intraday,Short,3,2,7
3991,05/04/2021,IND,765652,0.28,-22969.56,48,12,12,0,8,0,A,Forex,intraday,Short,3,1,5
3992,16/04/2021,IND,1225815,0.32,-17161.41,28,10,6,4,4,3,C,FnO,swing,Long,2,2,5
3993,03/05/2021,IND,763301,-0.02,-20990.78,38,14,14,0,10,0,C,Commodities,scalping,Long,3,2,3
3994,04/07/2021,IND,433687,-0.32,-11926.39,24,17,7,10,2,9,C,FnO,intraday,Long,1,2,9
3995,14/06/2021,IND,768265,-0.05,33035.39,11,17,11,6,8,4,B, Equity,swing,Short,2,1,9
3996,05/05/2021,IND,962789,-0.48,11553.47,17,19,16,3,16,0,A,Shares,swing,Short,4,1,5
3997,06/06/2021,IND,1444725,-0.45,72236.25,16,48,48,0,16,0,D,Commodities,swing,Short,4,2,5
3998,06/05/2021,IND,1400250,-1.01,-51809.25,44,44,13,31,4,23,A, Equity,swing,Long,4,2,3
3999,27/04/2021,IND,1492795,-0.17,55233.42,31,48,43,5,43,5,B,Forex,swing,Long,1,2,10
4000,13/04/2021,IND,749108,-0.03,-5618.31,27,39,29,10,23,1,D,Forex,scalping,Long,1,2,5
4001,01/04/2021,IND,600887,-0.24,-29443.46,22,37,17,20,3,13,A,FnO,swing,Short,3,1,5
4002,10/07/2021,IND,413960,-1.1,8279.2,3,46,36,10,25,0,C,FnO,swing,Long,3,2,6
4003,29/06/2021,IND,600275,0.32,-28212.92,33,6,2,4,2,3,C,FnO,swing,Long,4,1,1
4004,09/04/2021,IND,54494,0.13,-681.17,26,29,23,6,5,2,C,Commodities,intraday,Short,3,2,5
4005,12/06/2021,IND,136859,-0.84,5063.78,45,2,0,2,0,2,B,FnO,positional,Short,3,1,8
4006,01/04/2021,IND,531776,-0.24,-14623.84,12,12,5,7,0,6,D,Forex,intraday,Long,2,1,9
4007,11/06/2021,IND,819746,0.8,33609.59,33,10,8,2,0,2,A,FnO,scalping,Long,1,2,4
4008,06/06/2021,IND,704115,-0.45,-32389.29,7,12,8,4,2,1,A,Commodities,scalping,Long,2,1,7
4009,25/06/2021,IND,358759,0.05,5381.39,3,28,2,26,2,25,C, Equity,positional,Short,2,1,4
4010,15/07/2021,IND,968765,1.02,-11625.18,39,33,21,12,21,7,B,FnO,positional,Short,4,2,6
4011,18/04/2021,IND,1126673,-0.09,-55206.98,27,22,4,18,2,2,D,Commodities,scalping,Short,3,1,1
4012,16/07/2021,IND,887065,-0.57,-7096.52,44,35,27,8,18,8,A, Equity,scalping,Short,4,1,4
4013,16/04/2021,IND,447867,0.32,3806.87,15,34,5,29,2,21,A,Commodities,scalping,Short,4,2,10
4014,06/05/2021,IND,1046364,-1.01,20404.1,45,4,0,4,0,2,A, Equity,intraday,Long,1,2,5
4015,07/05/2021,IND,465482,-0.11,2792.89,35,11,2,9,2,0,A,Commodities,intraday,Short,4,1,4
4016,15/07/2021,IND,1042229,1.02,32830.21,32,49,45,4,27,2,D,Shares,positional,Long,1,1,1
4017,26/05/2021,IND,924392,-0.14,8319.53,39,19,0,19,0,5,B,Commodities,scalping,Long,3,2,3
4018,11/04/2021,IND,373700,0.31,9155.65,9,48,23,25,10,3,C,Forex,scalping,Long,1,2,10
4019,27/04/2021,IND,1186471,-0.17,55764.14,6,49,32,17,22,0,B,FnO,positional,Short,2,1,5
4020,17/04/2021,IND,195087,-0.73,7998.57,20,21,13,8,3,1,C,Forex,swing,Long,1,2,7
4021,03/05/2021,IND,1121576,-0.02,-43741.46,6,50,43,7,8,7,D, Equity,scalping,Short,2,1,2
4022,05/05/2021,IND,850642,-0.48,-8081.1,42,6,0,6,0,0,A,FnO,intraday,Long,1,2,3
4023,16/06/2021,IND,722400,0.01,12280.8,37,19,7,12,2,0,A,FnO,scalping,Short,2,1,8
4024,22/06/2021,IND,613535,0.15,21780.49,31,34,27,7,27,1,D,Shares,scalping,Long,2,2,3
4025,25/05/2021,IND,1397632,-0.75,-21663.3,30,15,11,4,0,0,D,FnO,swing,Long,2,1,1
4026,24/05/2021,IND,564278,-0.59,16081.92,17,42,7,35,2,1,D,Commodities,positional,Short,2,1,5
4027,04/07/2021,IND,331942,-0.32,14439.48,21,28,5,23,3,17,D,FnO,swing,Long,4,1,3
4028,25/05/2021,IND,1454434,-0.75,-44360.24,41,20,13,7,7,7,A,Commodities,scalping,Short,4,2,2
4029,07/06/2021,IND,1161364,0.75,-31937.51,49,7,6,1,2,1,A,Forex,intraday,Short,3,1,5
4030,02/04/2021,IND,1499175,-0.81,-42726.49,21,26,22,4,13,4,A, Equity,intraday,Short,1,2,2
4031,16/04/2021,IND,421741,0.32,2741.32,30,39,20,19,5,10,A,Forex,scalping,Short,1,1,1
4032,16/05/2021,IND,1240790,-0.41,22334.22,8,10,6,4,2,1,B,FnO,scalping,Long,3,1,3
4033,21/06/2021,IND,888673,0.3,22661.16,12,7,1,6,1,1,C,Shares,intraday,Short,2,2,1
4034,06/07/2021,IND,879291,0.25,-4836.1,22,17,8,9,2,2,C,Forex,intraday,Long,1,2,8
4035,20/06/2021,IND,328521,0.16,-5913.38,20,7,6,1,3,1,C,Forex,swing,Short,1,1,6
4036,08/07/2021,IND,853110,0.01,-40949.28,22,19,7,12,1,7,D,Commodities,intraday,Short,1,1,4
4037,22/07/2021,IND,322268,-0.05,14663.19,45,23,2,21,2,8,A,Shares,positional,Long,4,2,10
4038,16/05/2021,IND,1186209,-0.41,-30248.33,2,20,1,19,1,11,D,Shares,intraday,Short,2,1,4
4039,17/04/2021,IND,1064513,-0.73,-27677.34,15,2,0,2,0,0,B,Forex,intraday,Long,2,1,8
4040,25/06/2021,IND,706113,0.05,6001.96,39,15,11,4,9,2,A, Equity,swing,Long,2,2,1
4041,27/05/2021,IND,792837,-0.67,-23388.69,26,39,26,13,11,0,B,Commodities,intraday,Short,1,2,6
4042,14/06/2021,IND,170219,-0.05,-7744.96,14,19,0,19,0,4,D,Commodities,scalping,Short,3,1,8
4043,29/05/2021,IND,561383,-0.13,8140.05,3,15,6,9,0,7,A,FnO,intraday,Short,4,2,4
4044,09/06/2021,IND,837515,-0.61,-31825.57,44,2,0,2,0,0,A,Forex,intraday,Short,4,2,4
4045,09/04/2021,IND,929704,0.13,40442.12,15,31,31,0,28,0,A,Forex,intraday,Short,1,2,2
4046,19/07/2021,IND,947545,-0.16,32216.53,14,27,12,15,10,0,B,Forex,intraday,Short,2,2,3
4047,14/07/2021,IND,406489,0.69,18292.01,18,27,3,24,1,14,B, Equity,positional,Short,4,1,3
4048,20/07/2021,IND,1498230,0.01,46445.13,48,8,4,4,4,1,D,Shares,scalping,Long,4,1,8
4049,24/04/2021,IND,1383176,0.15,-33887.81,27,21,12,9,12,4,B,Shares,intraday,Long,4,1,1
4050,14/04/2021,IND,1162726,1.0,-22673.16,43,19,3,16,3,11,C,FnO,positional,Short,2,1,3
4051,11/04/2021,IND,1095759,0.31,-8218.19,40,21,7,14,2,7,C,Shares,intraday,Short,4,2,6
4052,21/07/2021,IND,173749,-0.09,-1563.74,14,19,6,13,0,0,C,Commodities,swing,Long,3,2,7
4053,14/07/2021,IND,443032,0.69,7310.03,14,20,20,0,13,0,A,Shares,scalping,Long,3,1,5
4054,26/05/2021,IND,1487130,-0.14,-20076.26,3,32,27,5,3,0,A,Forex,scalping,Short,1,1,7
4055,07/04/2021,IND,618585,-0.48,-22578.35,41,49,10,39,2,8,D,FnO,scalping,Long,2,2,2
4056,03/04/2021,IND,1422269,-0.37,-9244.75,45,23,14,9,9,8,B,Shares,scalping,Short,3,1,7
4057,25/04/2021,IND,1100913,-0.0,-53944.74,15,39,15,24,11,19,D,Forex,swing,Long,3,1,3
4058,20/04/2021,IND,1457463,0.48,-48096.28,18,39,26,13,18,4,B,Commodities,positional,Short,2,2,5
4059,13/07/2021,IND,1473072,0.04,51557.52,20,30,17,13,14,0,B,Commodities,positional,Long,3,2,10
4060,04/06/2021,IND,235710,-0.04,-1767.83,43,27,17,10,14,3,A,Commodities,scalping,Short,4,1,6
4061,15/04/2021,IND,1465806,-0.14,-54234.82,10,6,6,0,3,0,B,Commodities,positional,Short,1,2,2
4062,26/06/2021,IND,1457955,-1.72,-64150.02,41,50,2,48,2,7,A,Commodities,swing,Long,1,2,10
4063,30/04/2021,IND,1078616,-0.93,-22650.94,8,2,2,0,0,0,D,Shares,scalping,Long,3,2,4
4064,17/04/2021,IND,1279615,-0.73,11516.53,16,18,9,9,5,4,C, Equity,scalping,Short,2,2,8
4065,09/06/2021,IND,754884,-0.61,4529.3,28,37,8,29,1,3,C,Commodities,scalping,Long,2,1,2
4066,30/04/2021,IND,458844,-0.93,-19500.87,38,20,7,13,1,11,C,Shares,positional,Long,3,1,8
4067,17/04/2021,IND,755130,-0.73,-30582.76,35,20,12,8,0,3,C,Commodities,intraday,Long,4,2,1
4068,23/06/2021,IND,1125814,-0.55,25893.72,45,1,0,1,0,0,A,FnO,positional,Short,4,1,2
4069,25/04/2021,IND,1200223,-0.0,26404.91,20,16,15,1,9,1,C,FnO,intraday,Short,4,2,9
4070,21/07/2021,IND,324143,-0.09,4862.15,49,1,1,0,0,0,C,Commodities,intraday,Short,1,1,10
4071,27/06/2021,IND,1129934,0.5,50282.06,27,43,13,30,8,4,B,Commodities,swing,Long,4,1,5
4072,10/04/2021,IND,814982,-0.12,-31376.81,39,48,39,9,5,2,B,Commodities,intraday,Long,2,2,5
4073,23/06/2021,IND,1419160,-0.55,18449.08,17,40,2,38,0,10,C,FnO,swing,Long,4,1,8
4074,20/07/2021,IND,190582,0.01,952.91,6,8,7,1,2,1,C,Shares,swing,Short,1,2,3
4075,15/05/2021,IND,131636,0.58,2895.99,48,6,3,3,2,1,A,Forex,scalping,Long,4,1,1
4076,22/04/2021,IND,1237416,-0.36,-34647.65,39,2,0,2,0,0,C,Shares,swing,Short,3,2,7
4077,29/06/2021,IND,393373,0.32,11014.44,22,1,1,0,0,0,C, Equity,positional,Long,3,2,9
4078,17/06/2021,IND,307080,-0.04,7677.0,10,16,13,3,7,2,A,FnO,swing,Long,4,1,1
4079,05/06/2021,IND,465493,0.04,-8844.37,45,45,21,24,9,21,C,FnO,swing,Long,2,2,3
4080,18/04/2021,IND,706574,-0.09,-6712.45,31,23,23,0,19,0,C,Shares,swing,Long,2,2,4
4081,30/04/2021,IND,869027,-0.93,-40844.27,10,22,3,19,2,7,A,Forex,intraday,Short,4,2,7
4082,21/04/2021,IND,111352,-0.19,3507.59,36,15,5,10,3,2,A, Equity,scalping,Short,4,2,3
4083,27/05/2021,IND,1494599,-0.67,-48574.47,21,29,26,3,11,0,B, Equity,swing,Short,1,2,2
4084,20/06/2021,IND,273579,0.16,-12174.27,12,18,16,2,3,2,A,Shares,scalping,Long,1,2,2
4085,06/04/2021,IND,230907,0.32,-4964.5,36,35,12,23,1,23,C, Equity,swing,Long,1,1,3
